Marker Chrom Pos_start
Chr5SNP1962 5 21.495891
Chr5SNP1968 5 21.561644
Chr5SNP1970 5 21.583562
Chr5SNP1974 5 21.627398
Chr5SNP1980 5 21.693151
Chr5SNP1981 5 21.70411
Chr5SNP1984 5 21.736987
Chr5SNP1986 5 21.758905
Chr5SNP1988 5 21.780822
Chr5SNP1991 5 21.813699
Chr5SNP1993 5 21.835617
Chr5SNP1995 5 21.857535
Chr5SNP1998 5 21.890411
Chr5SNP2001 5 21.923288
Chr5SNP2005 5 21.967124
Chr5SNP2006 5 21.978083
Chr5SNP2011 5 22.032877
Chr5SNP2012 5 22.043836
Chr5SNP2015 5 22.076713
Chr5SNP2017 5 22.098631
Chr5SNP2021 5 22.142466
Chr5SNP2029 5 22.230137
Chr5SNP2031 5 22.252055
Chr5SNP2039 5 22.339727
Chr5SNP2041 5 22.361644
Chr5SNP2042 5 22.372603
Chr5SNP2045 5 22.40548
Chr5SNP2047 5 22.427398
Chr5SNP2049 5 22.449316
Chr5SNP2051 5 22.471233
Chr5SNP2055 5 22.515069
Chr5SNP2059 5 22.558905
Chr5SNP2060 5 22.569864
Chr5SNP2061 5 22.580822
Chr5SNP2070 5 22.679453
Chr5SNP2072 5 22.70137
Chr5SNP2073 5 22.712329
Chr5SNP2077 5 22.756165
Chr5SNP2078 5 22.767124
Chr5SNP2080 5 22.789042
Chr5SNP2085 5 22.843836
Chr5SNP2092 5 22.920548
Chr5SNP2100 5 23.00822
Chr5SNP2101 5 23.019179
Chr5SNP2102 5 23.030137
Chr5SNP2104 5 23.052055
Chr5SNP2105 5 23.063014
Chr5SNP2110 5 23.117809
Chr5SNP2111 5 23.128768
Chr5SNP2112 5 23.139727
Chr5SNP2114 5 23.161644
Chr5SNP2115 5 23.172603
Chr5SNP2119 5 23.216439
Chr5SNP2120 5 23.227398
Chr5SNP2122 5 23.249316
Chr5SNP2125 5 23.282192
Chr5SNP2127 5 23.30411
Chr5SNP2128 5 23.315069
Chr5SNP2129 5 23.326028
Chr5SNP2131 5 23.347946
Chr5SNP2132 5 23.358905
Chr5SNP2135 5 23.391781
Chr5SNP2136 5 23.40274
Chr5SNP2137 5 23.413699
Chr5SNP2138 5 23.424658
Chr5SNP2141 5 23.457535
Chr5SNP2144 5 23.490411
Chr5SNP2145 5 23.50137
Chr5SNP2147 5 23.523288
Chr5SNP2148 5 23.534247
Chr5SNP2149 5 23.545206
Chr5SNP2150 5 23.556165
Chr5SNP2152 5 23.578083
Chr5SNP2157 5 23.632877
Chr5SNP2160 5 23.665754
Chr5SNP2162 5 23.687672
Chr5SNP2163 5 23.698631
Chr5SNP2167 5 23.742466
Chr5SNP2168 5 23.753425
Chr5SNP2170 5 23.775343
Chr5SNP2174 5 23.819179
Chr5SNP2176 5 23.841096
Chr5SNP2177 5 23.852055
Chr5SNP2180 5 23.884932
Chr5SNP2183 5 23.917809
Chr5SNP2186 5 23.950685
Chr5SNP2188 5 23.972603
Chr5SNP2192 5 24.016439
Chr5SNP2194 5 24.038357
Chr5SNP2198 5 24.082192
Chr5SNP2202 5 24.126028
Chr5SNP2206 5 24.169864
Chr5SNP2207 5 24.180822
Chr5SNP2209 5 24.20274
Chr5SNP2212 5 24.235617
Chr5SNP2213 5 24.246576
Chr5SNP2215 5 24.268494
Chr5SNP2216 5 24.279453
Chr5SNP2217 5 24.290411
Chr5SNP2219 5 24.312329
Chr5SNP2221 5 24.334247
Chr5SNP2224 5 24.367124
Chr5SNP2225 5 24.378083
Chr5SNP2226 5 24.389042
Chr5SNP2227 5 24.4
Chr5SNP2229 5 24.421918
Chr5SNP2231 5 24.443836
Chr5SNP2232 5 24.454795
Chr5SNP2235 5 24.487672
Chr5SNP2237 5 24.50959
Chr5SNP2241 5 24.553425
Chr5SNP2244 5 24.586302
Chr5SNP2245 5 24.597261
Chr5SNP2248 5 24.630137
Chr5SNP2251 5 24.663014
Chr5SNP2253 5 24.684932
Chr5SNP2255 5 24.70685
Chr5SNP2256 5 24.717809
Chr5SNP2259 5 24.750685
Chr5SNP2264 5 24.80548
Chr5SNP2267 5 24.838357
Chr5SNP2269 5 24.860274
Chr5SNP2270 5 24.871233
Chr5SNP2274 5 24.915069
Chr5SNP2275 5 24.926028
Chr5SNP2276 5 24.936987
Chr5SNP2278 5 24.958905
Chr5SNP2280 5 24.980822
Chr5SNP2286 5 25.046576
Chr5SNP2288 5 25.068494
Chr5SNP2290 5 25.090411
Chr5SNP2292 5 25.112329
Chr5SNP2293 5 25.123288
Chr5SNP2295 5 25.145206
Chr5SNP2297 5 25.167124
Chr5SNP2298 5 25.178083
Chr5SNP2300 5 25.2
Chr5SNP2301 5 25.210959
Chr5SNP2303 5 25.232877
Chr5SNP2307 5 25.276713
Chr5SNP2309 5 25.298631
Chr5SNP2310 5 25.30959
Chr5SNP2312 5 25.331507
Chr5SNP2313 5 25.342466
Chr5SNP2314 5 25.353425
Chr5SNP2316 5 25.375343
Chr5SNP2317 5 25.386302
Chr5SNP2321 5 25.430137
Chr5SNP2323 5 25.452055
Chr5SNP2324 5 25.463014
Chr5SNP2328 5 25.50685
Chr5SNP2332 5 25.550685
Chr5SNP2334 5 25.572603
Chr5SNP2335 5 25.583562
Chr5SNP2336 5 25.594521
Chr5SNP2338 5 25.616439
Chr5SNP2341 5 25.649316
Chr5SNP2344 5 25.682192
Chr5SNP2345 5 25.693151
Chr5SNP2348 5 25.726028
Chr5SNP2354 5 25.791781
Chr5SNP2357 5 25.824658
Chr5SNP2359 5 25.846576
Chr5SNP2365 5 25.912329
Chr5SNP2369 5 25.956165
Chr5SNP2370 5 25.967124
Chr5SNP2372 5 25.989042
Chr5SNP2373 5 26
Chr5SNP2376 5 26.032877
Chr5SNP2377 5 26.043836
Chr5SNP2380 5 26.076713
Chr5SNP2381 5 26.087672
Chr5SNP2384 5 26.120548
Chr5SNP2388 5 26.164384
Chr5SNP2389 5 26.175343
Chr5SNP2391 5 26.197261
Chr5SNP2392 5 26.20822
Chr5SNP2393 5 26.219179
Chr5SNP2396 5 26.252055
Chr5SNP2399 5 26.284932
Chr5SNP2401 5 26.30685
Chr5SNP2402 5 26.317809
Chr5SNP2403 5 26.328768
Chr5SNP2409 5 26.394521
Chr5SNP2412 5 26.427398
Chr5SNP2414 5 26.449316
Chr5SNP2419 5 26.50411
Chr5SNP2420 5 26.515069
Chr5SNP2426 5 26.580822
Chr5SNP2437 5 26.70137
Chr5SNP2443 5 26.767124
Chr5SNP2444 5 26.778083
Chr5SNP2445 5 26.789042
Chr5SNP2446 5 26.8
Chr5SNP2448 5 26.821918
Chr5SNP2458 5 26.931507
Chr5SNP2460 5 26.953425
Chr5SNP2464 5 26.997261
Chr5SNP2467 5 27.030137
Chr5SNP2473 5 27.095891
Chr5SNP2476 5 27.128768
Chr5SNP2479 5 27.161644
Chr5SNP2480 5 27.172603
Chr5SNP2490 5 27.282192
Chr5SNP2494 5 27.326028
Chr5SNP2500 5 27.391781
Chr5SNP2501 5 27.40274
Chr5SNP2502 5 27.413699
Chr5SNP2506 5 27.457535
Chr5SNP2507 5 27.468494
Chr5SNP2511 5 27.512329
Chr5SNP2512 5 27.523288
Chr5SNP2513 5 27.534247
Chr5SNP2519 5 27.600001
Chr5SNP2520 5 27.610959
Chr5SNP2521 5 27.621918
Chr5SNP2522 5 27.632877
Chr5SNP2523 5 27.643836
Chr5SNP2529 5 27.70959
Chr5SNP2531 5 27.731507
Chr5SNP2535 5 27.775343
Chr5SNP2537 5 27.797261
Chr5SNP2540 5 27.830137
Chr5SNP2544 5 27.873973
Chr5SNP2545 5 27.884932
Chr5SNP2548 5 27.917809
Chr5SNP2551 5 27.950685
Chr5SNP2553 5 27.972603
Chr5SNP2556 5 28.00548
Chr5SNP2558 5 28.027398
Chr5SNP2562 5 28.071233
Chr5SNP2565 5 28.10411
Chr5SNP2566 5 28.115069
Chr5SNP2567 5 28.126028
Chr5SNP2569 5 28.147946
Chr5SNP2571 5 28.169864
Chr5SNP2572 5 28.180822
Chr5SNP2573 5 28.191781
Chr5SNP2574 5 28.20274
Chr5SNP2577 5 28.235617
Chr5SNP2582 5 28.290411
Chr5SNP2583 5 28.30137
Chr5SNP2586 5 28.334247
Chr5SNP2592 5 28.400001
Chr5SNP2593 5 28.410959
Chr5SNP2594 5 28.421918
Chr5SNP2596 5 28.443836
Chr5SNP2599 5 28.476713
Chr5SNP2601 5 28.498631
Chr5SNP2602 5 28.50959
Chr5SNP2607 5 28.564384
Chr5SNP2610 5 28.597261
Chr5SNP2613 5 28.630137
Chr5SNP2615 5 28.652055
Chr5SNP2616 5 28.663014
Chr5SNP2628 5 28.794521
Chr5SNP2630 5 28.816439
Chr5SNP2631 5 28.827398
Chr5SNP2632 5 28.838357
Chr5SNP2636 5 28.882192
Chr5SNP2639 5 28.915069
Chr5SNP2640 5 28.926028
Chr5SNP2651 5 29.046576
Chr5SNP2653 5 29.068494
Chr5SNP2654 5 29.079453
Chr5SNP2655 5 29.090411
Chr5SNP2656 5 29.10137
Chr5SNP2663 5 29.178083
Chr5SNP2665 5 29.2
Chr5SNP2667 5 29.221918
Chr5SNP2673 5 29.287672
Chr5SNP2675 5 29.30959
Chr5SNP2678 5 29.342466
Chr5SNP2680 5 29.364384
Chr5SNP2682 5 29.386302
Chr5SNP2685 5 29.419179
Chr5SNP2687 5 29.441096
Chr5SNP2689 5 29.463014
Chr5SNP2693 5 29.50685
Chr5SNP2703 5 29.616439
Chr5SNP2704 5 29.627398
Chr5SNP2708 5 29.671233
Chr5SNP2710 5 29.693151
Chr5SNP2712 5 29.715069
Chr5SNP2718 5 29.780822
Chr5SNP2719 5 29.791781
Chr5SNP2723 5 29.835617
Chr5SNP2724 5 29.846576
Chr5SNP2737 5 29.989042
Chr5SNP2741 5 30.032877
Chr5SNP2742 5 30.043836
Chr5SNP2744 5 30.065754
Chr5SNP2745 5 30.076713
Chr5SNP2751 5 30.142466
Chr5SNP2755 5 30.186302
Chr5SNP2757 5 30.20822
Chr5SNP2764 5 30.284932
Chr5SNP2767 5 30.317809
Chr5SNP2770 5 30.350685
Chr5SNP2771 5 30.361644
Chr5SNP2773 5 30.383562
Chr5SNP2779 5 30.449316
Chr5SNP2782 5 30.482192
Chr5SNP2783 5 30.493151
Chr5SNP2790 5 30.569864
Chr5SNP2798 5 30.657535
Chr5SNP2803 5 30.712329
Chr5SNP2806 5 30.745206
Chr5SNP2808 5 30.767124
Chr5SNP2824 5 30.942466
Chr5SNP2830 5 31.00822
Chr5SNP2833 5 31.041096
Chr5SNP2834 5 31.052055
Chr5SNP2836 5 31.073973
Chr5SNP2837 5 31.084932
Chr5SNP2839 5 31.10685
Chr5SNP2841 5 31.128768
Chr5SNP2842 5 31.139727
Chr5SNP2846 5 31.183562
Chr5SNP2847 5 31.194521
Chr5SNP2850 5 31.227398
Chr5SNP2857 5 31.30411
Chr5SNP2866 5 31.40274
Chr5SNP2870 5 31.446576
Chr5SNP2879 5 31.545206
Chr5SNP2880 5 31.556165
Chr5SNP2890 5 31.665754
Chr5SNP2901 5 31.786302
Chr5SNP2916 5 31.950685
Chr5SNP2918 5 31.972603
Chr5SNP2920 5 31.994521
Chr5SNP2922 5 32.016439
Chr5SNP2937 5 32.180822
Chr5SNP2938 5 32.191781
Chr5SNP2939 5 32.20274
Chr5SNP2941 5 32.224658
Chr5SNP2944 5 32.257535
Chr5SNP2945 5 32.268494
Chr5SNP2949 5 32.312329
Chr5SNP2951 5 32.334247
Chr5SNP2952 5 32.345206
Chr5SNP2956 5 32.389042
Chr5SNP2960 5 32.432877
Chr5SNP2964 5 32.476713
Chr5SNP2969 5 32.531507
Chr5SNP2971 5 32.553425
Chr5SNP2972 5 32.564384
Chr5SNP2976 5 32.60822
Chr5SNP2978 5 32.630137
Chr5SNP2982 5 32.673973
Chr5SNP2987 5 32.728768
Chr5SNP2988 5 32.739727
Chr5SNP2989 5 32.750685
Chr5SNP2991 5 32.772603
Chr5SNP2995 5 32.816439
Chr5SNP2996 5 32.827398
Chr5SNP2997 5 32.838357
Chr5SNP3000 5 32.871233
Chr5SNP3001 5 32.882192
Chr5SNP3003 5 32.90411
Chr5SNP3004 5 32.915069
Chr5SNP3005 5 32.926028
Chr5SNP3010 5 32.980822
Chr5SNP3013 5 33.013699
Chr5SNP3016 5 33.046576
Chr5SNP3018 5 33.068494
Chr5SNP3019 5 33.079453
Chr5SNP3023 5 33.123288
Chr5SNP3025 5 33.145206
Chr5SNP3030 5 33.2
Chr5SNP3032 5 33.221918
Chr5SNP3037 5 33.276713
Chr5SNP3040 5 33.30959
Chr5SNP3047 5 33.386302
Chr5SNP3048 5 33.397261
Chr5SNP3049 5 33.40822
Chr5SNP3050 5 33.419179
Chr5SNP3052 5 33.441096
Chr5SNP3058 5 33.50685
Chr5SNP3065 5 33.583562
Chr5SNP3066 5 33.594521
Chr5SNP3069 5 33.627398
Chr5SNP3070 5 33.638357
Chr5SNP3075 5 33.693151
Chr5SNP3081 5 33.758905
Chr5SNP3083 5 33.780822
Chr5SNP3085 5 33.80274
Chr5SNP3093 5 33.890411
Chr5SNP3095 5 33.912329
Chr5SNP3096 5 33.923288
Chr5SNP3100 5 33.967124
Chr5SNP3103 5 34
Chr5SNP3110 5 34.076713
Chr5SNP3111 5 34.087672
Chr5SNP3115 5 34.131507
Chr5SNP3116 5 34.142466
Chr5SNP3117 5 34.153425
Chr5SNP3120 5 34.186302
Chr5SNP3122 5 34.20822
Chr5SNP3123 5 34.219179
Chr5SNP3124 5 34.230137
Chr5SNP3128 5 34.273973
Chr5SNP3129 5 34.284932
Chr5SNP3133 5 34.328768
Chr5SNP3138 5 34.383562
Chr5SNP3139 5 34.394521
Chr5SNP3145 5 34.460274
Chr5SNP3146 5 34.471233
Chr5SNP3149 5 34.50411
Chr5SNP3150 5 34.515069
Chr5SNP3151 5 34.526028
Chr5SNP3159 5 34.613699
Chr5SNP3161 5 34.635617
Chr5SNP3169 5 34.723288
Chr5SNP3171 5 34.745206
Chr5SNP3173 5 34.767124
Chr5SNP3174 5 34.778083
Chr5SNP3178 5 34.821918
Chr5SNP3182 5 34.865754
Chr5SNP3186 5 34.90959
Chr5SNP3196 5 35.019179
Chr5SNP3198 5 35.041096
Chr5SNP3203 5 35.095891
Chr5SNP3207 5 35.139727
Chr5SNP3208 5 35.150685
Chr5SNP3213 5 35.20548
Chr5SNP3215 5 35.227398
Chr5SNP3216 5 35.238357
Chr5SNP3218 5 35.260274
Chr5SNP3219 5 35.271233
Chr5SNP3220 5 35.282192
Chr5SNP3222 5 35.30411
Chr5SNP3225 5 35.336987
Chr5SNP3228 5 35.369864
Chr5SNP3229 5 35.380822
Chr5SNP3230 5 35.391781
Chr5SNP3231 5 35.40274
Chr5SNP3233 5 35.424658
Chr5SNP3236 5 35.457535
Chr5SNP3238 5 35.479453
Chr5SNP3242 5 35.523288
Chr5SNP3244 5 35.545206
Chr5SNP3245 5 35.556165
Chr5SNP3257 5 35.687672
Chr5SNP3262 5 35.742466
Chr5SNP3265 5 35.775343
Chr5SNP3267 5 35.797261
Chr5SNP3271 5 35.841096
Chr5SNP3272 5 35.852055
Chr5SNP3276 5 35.895891
Chr5SNP3278 5 35.917809
Chr5SNP3284 5 35.983562
Chr5SNP3286 5 36.00548
Chr5SNP3287 5 36.016439
Chr5SNP3291 5 36.060274
Chr5SNP3296 5 36.115069
Chr5SNP3305 5 36.213699
Chr5SNP3307 5 36.235617
Chr5SNP3309 5 36.257535
Chr5SNP3311 5 36.279453
Chr5SNP3312 5 36.290411
Chr5SNP3313 5 36.30137
Chr5SNP3320 5 36.378083
Chr5SNP3321 5 36.389042
Chr5SNP3330 5 36.487672
Chr5SNP3332 5 36.50959
Chr5SNP3337 5 36.564384
Chr5SNP3339 5 36.586302
Chr5SNP3340 5 36.597261
Chr5SNP3341 5 36.60822
Chr5SNP3342 5 36.619179
Chr5SNP3345 5 36.652055
Chr5SNP3346 5 36.663014
Chr5SNP3348 5 36.684932
Chr5SNP3351 5 36.717809
Chr5SNP3357 5 36.783562
Chr5SNP3358 5 36.794521
Chr5SNP3361 5 36.827398
Chr5SNP3362 5 36.838357
Chr5SNP3363 5 36.849316
Chr5SNP3365 5 36.871233
Chr5SNP3366 5 36.882192
Chr5SNP3368 5 36.90411
Chr5SNP3369 5 36.915069
Chr5SNP3372 5 36.947946
Chr5SNP3373 5 36.958905
Chr5SNP3374 5 36.969864
Chr5SNP3377 5 37.00274
Chr5SNP3378 5 37.013699
Chr5SNP3381 5 37.046576
Chr5SNP3382 5 37.057535
Chr5SNP3383 5 37.068494
Chr5SNP3384 5 37.079453
Chr5SNP3387 5 37.112329
Chr5SNP3388 5 37.123288
Chr5SNP3392 5 37.167124
Chr5SNP3398 5 37.232877
Chr5SNP3406 5 37.320548
Chr5SNP3408 5 37.342466
Chr5SNP3410 5 37.364384
Chr5SNP3412 5 37.386302
Chr5SNP3413 5 37.397261
Chr5SNP3414 5 37.40822
Chr5SNP3419 5 37.463014
Chr5SNP3420 5 37.473973
Chr5SNP3422 5 37.495891
Chr5SNP3423 5 37.50685
Chr5SNP3424 5 37.517809
Chr5SNP3427 5 37.550685
Chr5SNP3428 5 37.561644
Chr5SNP3430 5 37.583562
Chr5SNP3434 5 37.627398
Chr5SNP3437 5 37.660274
Chr5SNP3439 5 37.682192
Chr5SNP3442 5 37.715069
Chr5SNP3445 5 37.747946
Chr5SNP3447 5 37.769864
Chr5SNP3450 5 37.80274
Chr5SNP3459 5 37.90137
Chr5SNP3463 5 37.945206
Chr5SNP3465 5 37.967124
Chr5SNP3470 5 38.021918
Chr5SNP3472 5 38.043836
Chr5SNP3473 5 38.054795
Chr5SNP3474 5 38.065754
Chr5SNP3477 5 38.098631
Chr5SNP3479 5 38.120548
Chr5SNP3484 5 38.175343
Chr5SNP3486 5 38.197261
Chr5SNP3487 5 38.20822
Chr5SNP3494 5 38.284932
Chr5SNP3495 5 38.295891
Chr5SNP3498 5 38.328768
Chr5SNP3504 5 38.394521
Chr5SNP3509 5 38.449316
Chr5SNP3512 5 38.482192
Chr5SNP3519 5 38.558905
Chr5SNP3521 5 38.580822
Chr5SNP3522 5 38.591781
Chr5SNP3524 5 38.613699
Chr5SNP3526 5 38.635617
Chr5SNP3531 5 38.690411
Chr5SNP3533 5 38.712329
Chr5SNP3536 5 38.745206
Chr5SNP3538 5 38.767124
Chr5SNP3539 5 38.778083
Chr5SNP3541 5 38.8
Chr5SNP3543 5 38.821918
Chr5SNP3545 5 38.843836
Chr5SNP3548 5 38.876713
Chr5SNP3552 5 38.920548
Chr5SNP3555 5 38.953425
Chr5SNP3556 5 38.964384
Chr5SNP3557 5 38.975343
Chr5SNP3561 5 39.019179
Chr5SNP3563 5 39.041096
Chr5SNP3564 5 39.052055
Chr5SNP3565 5 39.063014
Chr5SNP3570 5 39.117809
Chr5SNP3571 5 39.128768
Chr5SNP3578 5 39.20548
Chr5SNP3580 5 39.227398
Chr5SNP3585 5 39.282192
Chr5SNP3590 5 39.336987
Chr5SNP3593 5 39.369864
Chr5SNP3601 5 39.457535
Chr5SNP3604 5 39.490411
Chr5SNP3606 5 39.512329
Chr5SNP3609 5 39.545206
Chr5SNP3612 5 39.578083
Chr5SNP3618 5 39.643836
Chr5SNP3620 5 39.665754
Chr5SNP3621 5 39.676713
Chr5SNP3622 5 39.687672
Chr5SNP3627 5 39.742466
Chr5SNP3629 5 39.764384
Chr5SNP3630 5 39.775343
Chr5SNP3633 5 39.80822
Chr5SNP3638 5 39.863014
Chr5SNP3639 5 39.873973
Chr5SNP3644 5 39.928768
Chr5SNP3645 5 39.939727
Chr5SNP3648 5 39.972603
Chr5SNP3649 5 39.983562
Chr5SNP3651 5 40.00548
Chr5SNP3652 5 40.016439
Chr5SNP3654 5 40.038357
Chr5SNP3661 5 40.115069
Chr5SNP3664 5 40.147946
Chr5SNP3667 5 40.180822
Chr5SNP3673 5 40.246576
Chr5SNP3675 5 40.268494
Chr5SNP3677 5 40.290411
Chr5SNP3678 5 40.30137
Chr5SNP3679 5 40.312329
Chr5SNP3681 5 40.334247
Chr5SNP3682 5 40.345206
Chr5SNP3685 5 40.378083
Chr5SNP3686 5 40.389042
Chr5SNP3690 5 40.432877
Chr5SNP3692 5 40.454795
Chr5SNP3694 5 40.476713
Chr5SNP3697 5 40.50959
Chr5SNP3706 5 40.60822
Chr5SNP3708 5 40.630137
Chr5SNP3716 5 40.717809
Chr5SNP3723 5 40.794521
Chr5SNP3725 5 40.816439
Chr5SNP3728 5 40.849316
Chr5SNP3737 5 40.947946
Chr5SNP3742 5 41.00274
Chr5SNP3744 5 41.024658
Chr5SNP3748 5 41.068494
Chr5SNP3751 5 41.10137
Chr5SNP3753 5 41.123288
Chr5SNP3754 5 41.134247
Chr5SNP3756 5 41.156165
Chr5SNP3757 5 41.167124
Chr5SNP3760 5 41.200001
Chr5SNP3762 5 41.221918
Chr5SNP3764 5 41.243836
Chr5SNP3766 5 41.265754
Chr5SNP3768 5 41.287672
Chr5SNP3770 5 41.30959
Chr5SNP3772 5 41.331507
Chr5SNP3774 5 41.353425
Chr5SNP3776 5 41.375343
Chr5SNP3779 5 41.40822
Chr5SNP3782 5 41.441096
Chr5SNP3784 5 41.463014
Chr5SNP3785 5 41.473973
Chr5SNP3786 5 41.484932
Chr5SNP3788 5 41.50685
Chr5SNP3790 5 41.528768
Chr5SNP3792 5 41.550685
Chr5SNP3793 5 41.561644
Chr5SNP3801 5 41.649316
Chr5SNP3803 5 41.671233
Chr5SNP3807 5 41.715069
Chr5SNP3808 5 41.726028
Chr5SNP3809 5 41.736987
Chr5SNP3815 5 41.80274
Chr5SNP3820 5 41.857535
Chr5SNP3824 5 41.90137
Chr5SNP3827 5 41.934247
Chr5SNP3830 5 41.967124
Chr5SNP3831 5 41.978083
Chr5SNP3832 5 41.989042
Chr5SNP3833 5 42
Chr5SNP3834 5 42.010959
Chr5SNP3838 5 42.054795
Chr5SNP3847 5 42.153425
Chr5SNP3849 5 42.175343
Chr5SNP3859 5 42.284932
Chr5SNP3861 5 42.30685
Chr5SNP3863 5 42.328768
Chr5SNP3869 5 42.394521
Chr5SNP3870 5 42.40548
Chr5SNP3873 5 42.438357
Chr5SNP3875 5 42.460274
Chr5SNP3879 5 42.50411
Chr5SNP3881 5 42.526028
Chr5SNP3890 5 42.624658
Chr5SNP3893 5 42.657535
Chr5SNP3898 5 42.712329
Chr5SNP3901 5 42.745206
Chr5SNP3902 5 42.756165
Chr5SNP3908 5 42.821918
Chr5SNP3911 5 42.854795
Chr5SNP3912 5 42.865754
Chr5SNP3914 5 42.887672
Chr5SNP3917 5 42.920548
Chr5SNP3919 5 42.942466
Chr5SNP3925 5 43.00822
Chr5SNP3926 5 43.019179
Chr5SNP3927 5 43.030137
Chr5SNP3928 5 43.041096
Chr5SNP3930 5 43.063014
Chr5SNP3931 5 43.073973
Chr5SNP3933 5 43.095891
Chr5SNP3943 5 43.20548
Chr5SNP3945 5 43.227398
Chr5SNP3946 5 43.238357
Chr5SNP3948 5 43.260274
Chr5SNP3951 5 43.293151
Chr5SNP3953 5 43.315069
Chr5SNP3955 5 43.336987
Chr5SNP3956 5 43.347946
Chr5SNP3959 5 43.380822
Chr5SNP3960 5 43.391781
Chr5SNP3963 5 43.424658
Chr5SNP3968 5 43.479453
Chr5SNP3971 5 43.512329
Chr5SNP3972 5 43.523288
Chr5SNP3975 5 43.556165
Chr5SNP3978 5 43.589042
Chr5SNP3980 5 43.610959
Chr5SNP3984 5 43.654795
Chr5SNP3986 5 43.676713
Chr5SNP3988 5 43.698631
Chr5SNP3991 5 43.731507
Chr5SNP3996 5 43.786302
Chr5SNP4001 5 43.841096
Chr5SNP4002 5 43.852055
Chr5SNP4008 5 43.917809
Chr5SNP4011 5 43.950685
Chr5SNP4013 5 43.972603
Chr5SNP4015 5 43.994521
Chr5SNP4017 5 44.016439
Chr5SNP4019 5 44.038357
Chr5SNP4022 5 44.071233
Chr5SNP4024 5 44.093151
Chr5SNP4027 5 44.126028
Chr5SNP4028 5 44.136987
Chr5SNP4031 5 44.169864
Chr5SNP4038 5 44.246576
Chr5SNP4039 5 44.257535
Chr5SNP4042 5 44.290411
Chr5SNP4046 5 44.334247
Chr5SNP4049 5 44.367124
Chr5SNP4050 5 44.378083
Chr5SNP4052 5 44.4
Chr5SNP4053 5 44.410959
Chr5SNP4055 5 44.432877
Chr5SNP4056 5 44.443836
Chr5SNP4058 5 44.465754
Chr5SNP4059 5 44.476713
Chr5SNP4060 5 44.487672
Chr5SNP4065 5 44.542466
Chr5SNP4066 5 44.553425
Chr5SNP4068 5 44.575343
Chr5SNP4071 5 44.60822
Chr5SNP4072 5 44.619179
Chr5SNP4073 5 44.630137
Chr5SNP4077 5 44.673973
Chr5SNP4079 5 44.695891
Chr5SNP4082 5 44.728768
Chr5SNP4083 5 44.739727
Chr5SNP4086 5 44.772603
Chr5SNP4087 5 44.783562
Chr5SNP4088 5 44.794521
Chr5SNP4089 5 44.80548
Chr5SNP4091 5 44.827398
Chr5SNP4099 5 44.915069
Chr5SNP4100 5 44.926028
Chr5SNP4106 5 44.991781
Chr5SNP4107 5 45.00274
Chr5SNP4108 5 45.013699
Chr5SNP4109 5 45.024658
Chr5SNP4111 5 45.046576
Chr5SNP4114 5 45.079453
Chr5SNP4116 5 45.10137
Chr5SNP4118 5 45.123288
Chr5SNP4119 5 45.134247
Chr5SNP4121 5 45.156165
Chr5SNP4125 5 45.200001
Chr5SNP4127 5 45.221918
Chr5SNP4129 5 45.243836
Chr5SNP4133 5 45.287672
Chr5SNP4134 5 45.298631
Chr5SNP4137 5 45.331507
Chr5SNP4140 5 45.364384
Chr5SNP4145 5 45.419179
Chr5SNP4150 5 45.473973
Chr5SNP4158 5 45.561644
Chr5SNP4160 5 45.583562
Chr5SNP4161 5 45.594521
Chr5SNP4163 5 45.616439
Chr5SNP4166 5 45.649316
Chr5SNP4167 5 45.660274
Chr5SNP4168 5 45.671233
Chr5SNP4171 5 45.70411
Chr5SNP4175 5 45.747946
Chr5SNP4176 5 45.758905
Chr5SNP4181 5 45.813699
Chr5SNP4183 5 45.835617
Chr5SNP4185 5 45.857535
Chr5SNP4190 5 45.912329
Chr5SNP4195 5 45.967124
Chr5SNP4198 5 46
Chr5SNP4200 5 46.021918
Chr5SNP4201 5 46.032877
Chr5SNP4203 5 46.054795
Chr5SNP4206 5 46.087672
Chr5SNP4207 5 46.098631
Chr5SNP4209 5 46.120548
Chr5SNP4210 5 46.131507
Chr5SNP4212 5 46.153425
Chr5SNP4216 5 46.197261
Chr5SNP4221 5 46.252055
Chr5SNP4223 5 46.273973
Chr5SNP4225 5 46.295891
Chr5SNP4226 5 46.30685
Chr5SNP4227 5 46.317809
Chr5SNP4228 5 46.328768
Chr5SNP4229 5 46.339727
Chr5SNP4232 5 46.372603
Chr5SNP4235 5 46.40548
Chr5SNP4240 5 46.460274
Chr5SNP4241 5 46.471233
Chr5SNP4242 5 46.482192
Chr5SNP4243 5 46.493151
Chr5SNP4245 5 46.515069
Chr5SNP4248 5 46.547946
Chr5SNP4253 5 46.60274
Chr5SNP4255 5 46.624658
Chr5SNP4257 5 46.646576
Chr5SNP4261 5 46.690411
Chr5SNP4263 5 46.712329
Chr5SNP4268 5 46.767124
Chr5SNP4270 5 46.789042
Chr5SNP4275 5 46.843836
Chr5SNP4276 5 46.854795
Chr5SNP4277 5 46.865754
Chr5SNP4278 5 46.876713
Chr5SNP4288 5 46.986302
Chr5SNP4292 5 47.030137
Chr5SNP4295 5 47.063014
Chr5SNP4297 5 47.084932
Chr5SNP4302 5 47.139727
Chr5SNP4308 5 47.20548
Chr5SNP4315 5 47.282192
Chr5SNP4320 5 47.336987
